,From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
10566,13-07-2022 00:00,14-07-2022 00:00,15.76,0.52,16.53,2.56,8.98,4.37,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10567,14-07-2022 00:00,15-07-2022 00:00,14.86,0.6,12.16,2.79,9.73,6.03,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10568,15-07-2022 00:00,16-07-2022 00:00,8.96,0.12,42.77,3.73,8.04,4.96,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10569,16-07-2022 00:00,17-07-2022 00:00,10.65,0.11,16.52,1.63,9.13,4.47,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10570,17-07-2022 00:00,18-07-2022 00:00,13.19,0.12,26.89,1.14,8.04,5.08,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10571,18-07-2022 00:00,19-07-2022 00:00,15.79,0.11,28.85,1.23,13.69,7.21,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10572,19-07-2022 00:00,20-07-2022 00:00,15.72,0.13,23.16,1.6,15.6,8.54,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10573,20-07-2022 00:00,21-07-2022 00:00,18.73,0.13,15.28,1.3,25.72,10.08,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10574,21-07-2022 00:00,22-07-2022 00:00,17.25,0.13,15.75,1,26.08,9.49,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10575,22-07-2022 00:00,23-07-2022 00:00,17.84,0.14,21.69,0.83,28.53,11.25,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10576,23-07-2022 00:00,24-07-2022 00:00,17.19,0.15,16.76,1.09,21.11,8.57,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10577,24-07-2022 00:00,25-07-2022 00:00,17.93,0.13,13.89,0.87,17.7,8.39,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10578,25-07-2022 00:00,26-07-2022 00:00,17.91,0.13,19.27,0.87,16.82,9.29,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10579,26-07-2022 00:00,27-07-2022 00:00,17.89,0.13,14.7,1.16,19.52,9.69,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10580,27-07-2022 00:00,28-07-2022 00:00,14.63,0.15,14.59,1.49,24.13,11.7,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10581,28-07-2022 00:00,29-07-2022 00:00,15.92,0.16,13.43,2.26,13.3,9.56,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10582,29-07-2022 00:00,30-07-2022 00:00,23.94,0.11,16.5,2.15,17.15,11.85,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10583,30-07-2022 00:00,31-07-2022 00:00,26.15,0.17,18.77,1.57,16.28,9.3,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10584,31-07-2022 00:00,01-08-2022 00:00,19.87,0.18,17.69,1.56,12.03,7.84,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10585,01-08-2022 00:00,02-08-2022 00:00,16.49,0.18,16.23,1.32,10.72,6.53,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10586,02-08-2022 00:00,03-08-2022 00:00,14.36,0.16,12.55,1.04,5.18,2.64,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10587,03-08-2022 00:00,04-08-2022 00:00,18.26,0.16,13.59,1.39,8.78,5.73,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10588,04-08-2022 00:00,05-08-2022 00:00,17.37,0.16,14.26,1.1,8.11,4.82,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10589,05-08-2022 00:00,06-08-2022 00:00,18.82,0.14,13.22,1.11,6.69,3.97,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10590,06-08-2022 00:00,07-08-2022 00:00,16.85,0.14,21.8,2.04,8.27,5.65,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10591,07-08-2022 00:00,08-08-2022 00:00,20.73,0.13,29.44,0.83,6.69,2.97,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10592,08-08-2022 00:00,09-08-2022 00:00,20.79,0.15,18.23,0.98,10.96,7.41,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10593,09-08-2022 00:00,10-08-2022 00:00,20,0.13,23.14,0.84,11.18,6.95,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10594,10-08-2022 00:00,11-08-2022 00:00,21.4,0.12,21.48,0.78,13.91,7.28,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10595,11-08-2022 00:00,12-08-2022 00:00,20.37,0.13,21.51,0.89,12.47,6.03,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10596,12-08-2022 00:00,13-08-2022 00:00,18.82,0.12,16.96,0.94,13.81,7.43,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10597,13-08-2022 00:00,14-08-2022 00:00,18.67,0.11,18.96,0.69,12.04,5.46,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10598,14-08-2022 00:00,15-08-2022 00:00,20.47,0.13,17.85,0.81,16.16,6.99,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10599,15-08-2022 00:00,16-08-2022 00:00,19.65,0.15,18.36,1.08,18.21,10.14,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10600,16-08-2022 00:00,17-08-2022 00:00,17.3,0.14,18.77,1.14,19.93,11.31,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10601,17-08-2022 00:00,18-08-2022 00:00,21.05,0.13,12.28,1.02,22.4,11.25,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10602,18-08-2022 00:00,19-08-2022 00:00,20.22,0.13,16.05,0.93,16.85,9.75,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10603,19-08-2022 00:00,20-08-2022 00:00,22.03,0.13,32.24,0.78,14.57,9.36,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10604,20-08-2022 00:00,21-08-2022 00:00,18.94,0.13,17.94,1.07,20.47,11.28,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10605,21-08-2022 00:00,22-08-2022 00:00,17.4,0.14,17.9,0.88,12.51,7.47,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10606,22-08-2022 00:00,23-08-2022 00:00,17.96,0.13,17.8,0.77,10.12,6.88,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10607,23-08-2022 00:00,24-08-2022 00:00,20.01,0.13,13.81,0.73,10.04,6.54,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10608,24-08-2022 00:00,25-08-2022 00:00,19.51,0.12,14.62,0.65,9.1,6,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10609,25-08-2022 00:00,26-08-2022 00:00,18.88,0.14,18.64,0.93,14.28,6.53,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10610,26-08-2022 00:00,27-08-2022 00:00,19.35,0.13,16.26,0.89,21.73,9.04,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10611,27-08-2022 00:00,28-08-2022 00:00,18.87,0.14,20.47,1.03,24.71,13.27,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10612,28-08-2022 00:00,29-08-2022 00:00,19.38,0.15,17.19,1.07,30.04,12.28,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10613,29-08-2022 00:00,30-08-2022 00:00,20.28,0.15,16.39,1.25,18.58,10.05,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10614,30-08-2022 00:00,31-08-2022 00:00,25.87,0.18,15.62,2.08,14.92,9.52,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10615,31-08-2022 00:00,01-09-2022 00:00,24.68,0.18,18.23,2.38,18.67,12.92,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10616,01-09-2022 00:00,02-09-2022 00:00,20.8,0.18,17.5,2.31,13.75,11.68,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10617,02-09-2022 00:00,03-09-2022 00:00,16.88,0.18,15.13,2.59,16.31,7.95,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10618,03-09-2022 00:00,04-09-2022 00:00,16.32,0.18,14.67,1.83,10.77,7.71,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10619,04-09-2022 00:00,05-09-2022 00:00,17.98,0.18,12.57,1.3,10.08,7.8,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10620,05-09-2022 00:00,06-09-2022 00:00,23.98,0.16,12.45,1.94,10.3,7.92,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10621,06-09-2022 00:00,07-09-2022 00:00,15.97,0.18,13,1.74,12.29,7.79,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10622,07-09-2022 00:00,08-09-2022 00:00,16.59,0.15,11.7,1.43,7.76,5.02,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10623,08-09-2022 00:00,09-09-2022 00:00,15.34,0.15,16.67,1.39,5.41,3.81,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10624,09-09-2022 00:00,10-09-2022 00:00,15.72,0.14,14.8,1.16,6.13,3.19,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10625,10-09-2022 00:00,11-09-2022 00:00,15.8,0.15,16.66,0.98,19.62,12.02,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10626,11-09-2022 00:00,12-09-2022 00:00,15.04,0.14,17.79,1.33,9.91,6.42,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10627,12-09-2022 00:00,13-09-2022 00:00,19.54,0.13,16.82,0.9,12.93,7.8,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10628,13-09-2022 00:00,14-09-2022 00:00,14.96,0.14,14.31,0.81,13.38,7.24,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10629,14-09-2022 00:00,15-09-2022 00:00,15.39,0.13,14.66,0.65,11.74,6.38,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10630,15-09-2022 00:00,16-09-2022 00:00,15.58,0.13,40.85,0.74,13.61,8.81,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10631,16-09-2022 00:00,17-09-2022 00:00,18.37,0.14,13.66,0.74,18.39,9.48,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10632,17-09-2022 00:00,18-09-2022 00:00,16.94,0.14,16.8,0.68,16.78,9.42,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10633,18-09-2022 00:00,19-09-2022 00:00,15.93,0.14,14.42,0.96,19.24,9.79,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10634,19-09-2022 00:00,20-09-2022 00:00,18.77,0.13,14.19,0.76,20.56,10.09,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10635,20-09-2022 00:00,21-09-2022 00:00,20.86,0.13,15.52,0.87,26.11,13.44,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10636,21-09-2022 00:00,22-09-2022 00:00,22.32,0.14,16.08,1.02,24.93,13.83,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10637,22-09-2022 00:00,23-09-2022 00:00,19.89,0.12,21.67,1.66,28.84,14.3,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10638,23-09-2022 00:00,24-09-2022 00:00,20.51,0.14,18.99,0.81,22.81,12.12,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10639,24-09-2022 00:00,25-09-2022 00:00,19.88,0.13,19.48,0.95,19.6,11.73,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10640,25-09-2022 00:00,26-09-2022 00:00,20.11,0.14,19.3,0.98,16.81,10.44,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10641,26-09-2022 00:00,27-09-2022 00:00,21.33,0.14,9.71,1.07,21.75,11.26,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10642,27-09-2022 00:00,28-09-2022 00:00,25.35,0.13,27.76,1.26,22.46,12.67,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10643,28-09-2022 00:00,29-09-2022 00:00,24.48,0.14,20.41,1.23,15.45,10.76,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10644,29-09-2022 00:00,30-09-2022 00:00,21.44,0.13,14.29,1.15,15.44,10.08,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10645,30-09-2022 00:00,01-10-2022 00:00,22.14,0.13,16.53,1.08,14.22,9.89,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10646,01-10-2022 00:00,02-10-2022 00:00,25.22,0.13,14.92,1.02,13.25,9.4,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10647,02-10-2022 00:00,03-10-2022 00:00,31.48,0.16,14.4,1.13,19.86,13.42,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10648,03-10-2022 00:00,04-10-2022 00:00,24.22,0.16,15.63,1.19,16.32,12.05,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10649,04-10-2022 00:00,05-10-2022 00:00,31.54,0.18,13.73,1.81,27.65,16.88,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10650,05-10-2022 00:00,06-10-2022 00:00,39.28,0.19,15.58,1.56,30.72,19.54,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10651,06-10-2022 00:00,07-10-2022 00:00,31.81,0.17,11.94,2.24,27.6,19.48,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10652,07-10-2022 00:00,08-10-2022 00:00,27.47,0.13,17.94,0.98,19.21,10.91,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10653,08-10-2022 00:00,09-10-2022 00:00,20.23,0.15,13.2,1.45,16.78,10.03,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10654,09-10-2022 00:00,10-10-2022 00:00,19.99,0.18,15.58,1.95,16.56,11.37,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10655,10-10-2022 00:00,11-10-2022 00:00,22.02,0.18,15.92,2.38,17.39,12.19,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10656,11-10-2022 00:00,12-10-2022 00:00,23.22,0.19,18.47,2.08,18.22,12.16,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10657,12-10-2022 00:00,13-10-2022 00:00,17.49,0.16,16.34,2.09,19.83,12.71,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10658,13-10-2022 00:00,14-10-2022 00:00,19.25,0.16,15.3,2.44,18.93,11.19,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10659,14-10-2022 00:00,15-10-2022 00:00,21.95,0.18,17.67,1.91,13.85,10.5,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10660,15-10-2022 00:00,16-10-2022 00:00,22.88,0.19,17.48,2.89,19.29,11.99,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10661,16-10-2022 00:00,17-10-2022 00:00,25.81,0.19,16.02,2.16,10.97,9.11,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10662,17-10-2022 00:00,18-10-2022 00:00,25.27,0.22,15.77,3.04,15.64,9.76,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10663,18-10-2022 00:00,19-10-2022 00:00,18.98,0.18,15.35,3.07,12.78,7.68,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10664,19-10-2022 00:00,20-10-2022 00:00,23.02,0.18,15.88,3.19,16.21,10.95,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10665,20-10-2022 00:00,21-10-2022 00:00,21.27,0.21,15.17,3.32,13.22,8.11,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10666,21-10-2022 00:00,22-10-2022 00:00,27.03,0.22,16.13,3.51,23.91,12.23,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10667,22-10-2022 00:00,23-10-2022 00:00,38.64,0.24,14.08,4.45,32.18,21.21,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10668,23-10-2022 00:00,24-10-2022 00:00,45.08,0.23,16.73,3.24,52.78,34.74,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10669,24-10-2022 00:00,25-10-2022 00:00,55.99,0.23,17.24,3.05,54.18,32.81,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10670,25-10-2022 00:00,26-10-2022 00:00,60,0.21,17.81,2.87,50.4,30.29,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10671,26-10-2022 00:00,27-10-2022 00:00,69.21,0.27,20.33,4.98,77.14,39.61,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10672,27-10-2022 00:00,28-10-2022 00:00,66.51,0.29,17.14,6.99,75.08,40.59,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10673,28-10-2022 00:00,29-10-2022 00:00,58.46,0.26,18.47,5.71,60.12,33.19,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10674,29-10-2022 00:00,30-10-2022 00:00,41.03,0.25,19.99,5.71,43.97,28.19,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10675,30-10-2022 00:00,31-10-2022 00:00,40.21,0.27,18.9,5.3,48.04,32.18,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10676,31-10-2022 00:00,01-11-2022 00:00,59.98,0.28,20.07,5.36,74.35,43.61,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10677,01-11-2022 00:00,02-11-2022 00:00,70.57,0.29,17.04,5.09,88.29,47.99,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10678,02-11-2022 00:00,03-11-2022 00:00,32.17,0.21,19.2,3.98,26.16,15.62,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10679,03-11-2022 00:00,04-11-2022 00:00,28.52,0.22,15.1,4.42,20.47,12.73,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10680,04-11-2022 00:00,05-11-2022 00:00,29.92,0.22,17.73,4.92,21.32,13.84,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10681,05-11-2022 00:00,06-11-2022 00:00,28.4,0.24,14.99,6.01,29.67,17.62,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10682,06-11-2022 00:00,07-11-2022 00:00,29.57,0.24,15.43,5.09,29.03,19.5,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10683,07-11-2022 00:00,08-11-2022 00:00,47.13,0.28,15.98,4.35,58.67,37.23,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10684,08-11-2022 00:00,09-11-2022 00:00,49.51,0.28,26.28,5.6,58.72,37.33,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10685,09-11-2022 00:00,10-11-2022 00:00,54.77,0.28,29.89,5.7,42.45,27.03,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10686,10-11-2022 00:00,11-11-2022 00:00,51.42,0.27,31.84,4.69,44.08,26.58,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10687,11-11-2022 00:00,12-11-2022 00:00,29.66,0.31,25.36,4.32,36.97,24.33,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10688,12-11-2022 00:00,13-11-2022 00:00,28.84,0.29,17.6,3.69,20.07,16.92,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10689,13-11-2022 00:00,14-11-2022 00:00,16.75,0.2,16.12,3.05,8.5,4.34,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10690,14-11-2022 00:00,15-11-2022 00:00,16.03,0.2,18.64,4.23,15.33,10.28,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10691,15-11-2022 00:00,16-11-2022 00:00,17.97,0.24,9.67,3.95,18.23,14.65,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10692,16-11-2022 00:00,17-11-2022 00:00,20.9,0.29,11.59,3.63,28.91,19.75,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10693,17-11-2022 00:00,18-11-2022 00:00,37.65,0.3,10.17,4.47,36.7,24.05,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10694,18-11-2022 00:00,19-11-2022 00:00,47.04,0.29,15.33,9.89,30.03,18.76,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10695,19-11-2022 00:00,20-11-2022 00:00,40.34,0.24,18.16,5.93,23.2,14.56,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10696,20-11-2022 00:00,21-11-2022 00:00,46.17,0.24,11.4,4.24,57.33,15.33,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10697,21-11-2022 00:00,22-11-2022 00:00,47.79,0.28,11.57,4.3,29,19.4,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10698,22-11-2022 00:00,23-11-2022 00:00,36.48,0.31,11.16,4.42,25.2,17.72,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10699,23-11-2022 00:00,24-11-2022 00:00,36.62,0.31,8.29,3.5,25.26,18.23,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10700,24-11-2022 00:00,25-11-2022 00:00,18.73,0.28,11.98,4.46,15.36,9.4,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10701,25-11-2022 00:00,26-11-2022 00:00,24.55,0.31,17.09,6.3,34.7,23.69,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10702,26-11-2022 00:00,27-11-2022 00:00,22.25,0.26,12.93,4.97,19.39,14.55,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10703,27-11-2022 00:00,28-11-2022 00:00,19.64,0.27,18.75,3.96,15.74,12.07,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10704,28-11-2022 00:00,29-11-2022 00:00,20.7,0.25,10.46,3.35,14.11,10.88,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10705,29-11-2022 00:00,30-11-2022 00:00,23.94,0.3,11.34,4.27,22.82,16.88,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10706,30-11-2022 00:00,01-12-2022 00:00,40.34,0.35,13.19,6.89,45.36,29.27,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10707,01-12-2022 00:00,02-12-2022 00:00,36.45,0.25,12.69,5.48,26.75,17.75,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10708,02-12-2022 00:00,03-12-2022 00:00,21.95,0.31,12.82,4.74,21.68,15.27,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10709,03-12-2022 00:00,04-12-2022 00:00,17.54,0.27,18.44,5.5,16.2,9.87,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10710,04-12-2022 00:00,05-12-2022 00:00,16.43,0.23,17.7,4.47,11.21,7.2,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10711,05-12-2022 00:00,06-12-2022 00:00,25.3,0.27,18.21,4.28,22.17,14.44,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10712,06-12-2022 00:00,07-12-2022 00:00,26.84,0.32,9.29,5.98,33.79,22.75,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10713,07-12-2022 00:00,08-12-2022 00:00,30.56,0.31,21.44,5.24,41.24,28.4,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10714,08-12-2022 00:00,09-12-2022 00:00,40.32,0.28,17.74,4.22,30.95,21,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10715,09-12-2022 00:00,10-12-2022 00:00,37.76,0.27,14.74,4.49,26.98,16.91,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10716,10-12-2022 00:00,11-12-2022 00:00,28.21,0.27,10.25,3.88,16.97,13.14,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10719,13-12-2022 00:00,14-12-2022 00:00,22.83,0.19,16.97,3.65,13.84,14.7,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10720,14-12-2022 00:00,15-12-2022 00:00,19.69,0.18,8.02,4.96,23.59,14.45,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10721,15-12-2022 00:00,16-12-2022 00:00,25.53,0.18,13.16,6.76,21.27,14.24,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10722,16-12-2022 00:00,17-12-2022 00:00,29.03,0.18,12.47,6.82,19.77,12.18,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10723,17-12-2022 00:00,18-12-2022 00:00,26.56,0.24,13.53,8.03,38.05,24.24,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10724,18-12-2022 00:00,19-12-2022 00:00,32.61,0.26,13.23,5.72,44.89,32.35,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10725,19-12-2022 00:00,20-12-2022 00:00,38.76,0.27,13.12,5.62,37.31,24.72,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10726,20-12-2022 00:00,21-12-2022 00:00,36.14,0.25,15.1,6.45,24.28,15.75,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10727,21-12-2022 00:00,22-12-2022 00:00,29.44,0.27,12.68,8.2,20.02,12.29,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10728,22-12-2022 00:00,23-12-2022 00:00,32.27,0.19,13.28,7.38,16.83,8.32,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10729,23-12-2022 00:00,24-12-2022 00:00,34.41,0.28,15.28,7.21,24.78,15.99,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10730,24-12-2022 00:00,25-12-2022 00:00,41.9,0.22,15.3,6.51,24.43,16.02,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10731,25-12-2022 00:00,26-12-2022 00:00,27.92,0.28,10.01,5.14,20.48,14.28,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10732,26-12-2022 00:00,27-12-2022 00:00,21.68,0.2,11.91,3.94,7.47,3.78,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10733,27-12-2022 00:00,28-12-2022 00:00,19.12,0.21,11.98,4.58,6.29,2.74,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10734,28-12-2022 00:00,29-12-2022 00:00,18.57,0.21,12.21,5.76,10.28,4.94,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
10735,29-12-2022 00:00,30-12-2022 00:00,30.52,0.21,12.65,5.83,12.9,7.2,Karnataka,Madikeri,"Stuart Hill, Madikeri - KSPCB"
